[2017-11-16 17:28:02,887](INFO)captHttpData : "2017-11-16 17:28:02"	"192.168.1.174"	"112.74.114.37"	"44566"	"8070"	"GET"	"http://112.74.114.37:8070/pms/images/detail.gif"	"Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0"
[2017-11-16 17:28:02,888](INFO)captHttpData : "2017-11-16 17:28:02"	"192.168.1.174"	"112.74.114.37"	"44570"	"8070"	"GET"	"http://112.74.114.37:8070/pms/images/check.gif"	"Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0"
[2017-11-16 17:28:04,271](INFO)captHttpData : "2017-11-16 17:28:04"	"192.168.1.174"	"112.74.114.37"	"44566"	"8070"	"GET"	"http://112.74.114.37:8070/pms/expenseservlet.do?action=listExpenseForCheck"	"Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0"
[2017-11-16 17:28:04,347](INFO)captHttpData : "2017-11-16 17:28:04"	"192.168.1.174"	"112.74.114.37"	"44566"	"8070"	"GET"	"http://112.74.114.37:8070/pms/images/right_06.jpg"	"Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0"
[2017-11-16 17:28:04,667](INFO)captHttpData : "2017-11-16 17:28:04"	"192.168.1.138"	"58.215.145.139"	"58771"	"80"	"GET"	"http://miserupdate.aliyun.com/data/2.4.1.6/brfversion.xml"	"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1;Miser Report)"
[2017-11-16 17:28:04,702](INFO)captHttpData : "2017-11-16 17:28:04"	"192.168.1.138"	"58.215.145.139"	"58772"	"80"	"GET"	"http://miserupdate.aliyun.com/data/2.4.1.6/version.xml"	"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1;Miser Report)"
[2017-11-16 17:28:45,498](INFO)captHttpData : "2017-11-16 17:28:45"	"192.168.1.138"	"180.163.21.35"	"58248"	"80"	"POST"	"http://connpm.gj.qq.com/q.cgi"	"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0)"
[2017-11-16 17:28:45,616](INFO)captHttpData : "2017-11-16 17:28:45"	"192.168.1.138"	"180.163.21.35"	"58248"	"80"	"POST"	"http://connpm.gj.qq.com/q.cgi"	"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0)"
[2017-11-16 17:28:50,427](INFO)captHttpData : "2017-11-16 17:28:50"	"192.168.1.138"	"180.163.26.34"	"58778"	"80"	"POST"	"http://conna.gj.qq.com/q.cgi"	"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0)"
[2017-11-16 17:28:50,692](INFO)captHttpData : "2017-11-16 17:28:50"	"192.168.1.138"	"36.110.147.123"	"58780"	"80"	"GET"	"http://ping.pinyin.sogou.com/pingback_bubble.gif?h=65D4B532104F27B2EF78A4DD4503192A&v=8.7.0.1682&r=0000_sogou_pinyin_7.9.0.7504&passport=1FA79C49D646BE2D6B44E635DA0A1520%40qq.sohu.com&ppversion=3.1.0.2055&bb_type=Query_period"	"SogouIMEMiniSetup_imepopup"
[2017-11-16 17:28:50,999](INFO)captHttpData : "2017-11-16 17:28:50"	"192.168.1.138"	"36.110.147.36"	"58781"	"80"	"GET"	"http://config.pinyin.sogou.com/api/popup/lotus.php?h=65D4B532104F27B2EF78A4DD4503192A&v=8.7.0.1682&r=0000_sogou_pinyin_7.9.0.7504&ppversion=3.1.0.2055"	"SogouIme"
[2017-11-16 17:28:51,099](INFO)captHttpData : "2017-11-16 17:28:51"	"192.168.1.138"	"36.110.147.124"	"58782"	"80"	"GET"	"http://info.pinyin.sogou.com/ime_push/getPopupIni.php?h=65D4B532104F27B2EF78A4DD4503192A&v=8.7.0.1682&r=0000_sogou_pinyin_7.9.0.7504&passport=1FA79C49D646BE2D6B44E635DA0A1520%40qq.sohu.com&activeOp=0&action_skin=-2147483648&action_dict=1&action_normal=1&action_gram=63536&skinOp=c17486i17486&updateOp=31&dictOp=c0i17486&DisabledEntries=0&disable_newword=0&uex=1&defaultime=0&fvo=6.1.7601&pvo=6.1.7601&sgse=0&ppversion=3.1.0.2055&active_skin=&active_skin_id=&active_skin_md5=&active_skin_isflash=0&urlguide=120&type=query&Popup_DisableSkinBubble=0&pushids=Y10000001&hpushids=&hpopids=U10000001&popids=Y10000001&condids=N10000113%7CN10000112%7CN10000371%7CN10000258%7CN10000347&sgse_r=&snni=1&sndd=0&snlt=187037"	"SogouIMEMiniSetup_imepopup"
[2017-11-16 17:28:51,271](INFO)captHttpData : "2017-11-16 17:28:51"	"192.168.1.138"	"36.110.147.123"	"58780"	"80"	"GET"	"http://ping.pinyin.sogou.com/pingback.gif?h=65D4B532104F27B2EF78A4DD4503192A&v=8.7.0.1682&r=0000_sogou_pinyin_7.9.0.7504&id=Y10000001&passport=1FA79C49D646BE2D6B44E635DA0A1520%40qq.sohu.com&type=predownload&ppversion=3.1.0.2055"	"SOGOU_POPUP"
[2017-11-16 17:29:48,651](INFO)captHttpData : "2017-11-16 17:29:48"	"192.168.1.138"	"183.57.48.23"	"58801"	"80"	"POST"	"http://client.show.qq.com/cgi-bin/qqshow_user_props_info"	"Mozilla/4.0 (compatible; MSIE 9.0; qdesk 2.4.1266.203; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3)"
[2017-11-16 17:29:54,584](INFO)captHttpData : "2017-11-16 17:29:54"	"192.168.1.138"	"58.211.85.37"	"58804"	"80"	"GET"	"http://58.211.85.37/gchatpic_new/01B7C1711C293AFC054026A3A975463B995054E39CA5301608F591B9CFC7EF9502DF8C25DCE29D4AE1CC464A3CF2BB55CC5E7274E78CD9EDE16DC10FC7501B7D1048EB92854238C359A53577BB2D14AA6B2F6F585AB1E2D4/0?vuin=279119820&term=1&srvver=26750&rf=aio"	"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
[2017-11-16 17:30:57,917](INFO)captHttpData : "2017-11-16 17:30:57"	"192.168.1.138"	"58.211.85.36"	"58816"	"80"	"GET"	"http://58.211.85.36/gchatpic_new/6413FF41D84FBE5E9D55F03A68B8E9C78738E355B4ED03A824E184AAEF886EE352878CD3E565F70284257479CAC4CB8416B182E4EBA6F16E448FD0C495E2CA3E60A2C8114D8087D69E5CCFCBA55E458DD37751914F9CCFAA/0?vuin=279119820&term=1&srvver=26750&rf=aio"	"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
